Genetic Algorithm,20.3338,1-2-4-5-12-3-13-9-6-8-11-7-10-1,0,839.234,18.10548,865.4041
Genetic Algorithm,21.4556,1-3-8-12-6-13-7-10-9-4-2-5-11-1,0,894.456,,
Genetic Algorithm,16.0116,1-6-9-11-7-8-10-13-3-12-4-2-5-1,0,852.755,,
Genetic Algorithm,18.9652,1-13-10-11-7-12-6-4-2-5-3-8-9-1,0,890.875,,
Genetic Algorithm,17.5721,1-8-6-12-3-13-9-7-11-10-2-4-5-1,0,832.93,,
Genetic Algorithm,15.4116,1-4-2-5-7-8-10-3-11-13-12-6-9-1,0,888.336,,
Genetic Algorithm,17.8071,1-8-9-12-6-3-7-10-13-11-5-4-2-1,0,861.19,,
Genetic Algorithm,18.4398,1-3-13-2-4-5-9-12-6-11-10-7-8-1,0,886.371,,
Genetic Algorithm,16.9037,1-7-6-11-13-9-3-8-12-10-4-2-5-1,0,862.833,,
Genetic Algorithm,18.1543,1-5-4-2-9-6-13-7-12-3-10-8-11-1,0,845.061,,
Genetic Algorithm,21.9707,1-3-11-14-2-4-5-12-7-9-6-8-10-13-1,0,904.794,24.42466,918.9525
Genetic Algorithm,24.568,1-4-2-5-7-11-8-14-13-6-3-9-12-10-1,0,876.994,,
Genetic Algorithm,18.7776,1-5-2-4-3-12-11-14-7-6-10-13-8-9-1,0,822.09,,
Genetic Algorithm,24.5078,1-3-12-4-2-13-14-10-11-8-9-7-6-5-1,0,1102.74,,
Genetic Algorithm,23.2232,1-13-7-10-14-9-6-4-5-2-12-11-8-3-1,0,1025.32,,
Genetic Algorithm,23.1039,1-11-14-13-3-10-8-7-5-2-4-9-6-12-1,0,979.492,,
Genetic Algorithm,25.3866,1-12-3-6-10-7-14-9-8-13-2-4-5-11-1,0,930.343,,
Genetic Algorithm,30.1115,1-3-10-6-11-8-14-9-12-7-13-2-4-5-1,0,836.038,,
Genetic Algorithm,27.4162,1-13-12-11-6-10-9-14-7-8-3-5-4-2-1,0,806.27,,
Genetic Algorithm,25.1811,1-11-3-5-2-4-10-9-12-8-14-7-13-6-1,0,905.444,,
Genetic Algorithm,20.8595,1-13-14-2-5-4-8-11-12-3-10-7-6-15-9-1,0,1087.08,22.33626,928.2321
Genetic Algorithm,22.8244,1-13-4-2-5-8-12-6-3-10-9-15-11-7-14-1,0,964.533,,
Genetic Algorithm,30.0417,1-9-6-3-13-12-4-2-5-15-7-8-11-14-10-1,0,989.409,,
Genetic Algorithm,21.2775,1-5-2-4-10-6-3-8-12-11-7-13-9-15-14-1,0,901.82,,
Genetic Algorithm,20.5006,1-8-14-15-6-13-11-12-10-3-7-9-5-2-4-1,0,878.322,,
Genetic Algorithm,21.8747,1-6-11-8-3-10-12-9-14-7-15-13-5-2-4-1,0,863.312,,
Genetic Algorithm,21.2673,1-5-2-4-14-10-15-12-13-7-6-9-8-3-11-1,0,905.947,,
Genetic Algorithm,22.0949,1-11-10-9-8-2-4-5-6-14-13-15-3-12-7-1,0,964.375,,
Genetic Algorithm,21.7798,1-13-6-14-9-7-11-8-10-15-12-3-4-2-5-1,0,826.675,,
Genetic Algorithm,20.8422,1-14-6-3-12-11-13-10-9-15-8-7-2-4-5-1,0,900.848,,
Genetic Algorithm,33.0482,1-10-6-15-14-13-8-11-16-7-9-3-12-5-4-2-1,0,879.698,32.14715,952.2314
Genetic Algorithm,22.3435,1-16-7-3-12-8-14-2-4-5-10-15-9-13-11-6-1,0,1004.87,,
Genetic Algorithm,54.8725,1-5-4-2-11-6-8-14-12-10-9-7-15-16-3-13-1,0,876.275,,
Genetic Algorithm,25.9853,1-10-15-16-11-9-13-12-14-8-6-3-5-4-2-7-1,0,964.182,,
Genetic Algorithm,26.0481,1-13-3-8-10-15-16-6-7-9-11-2-4-14-12-5-1,0,1160.45,,
Genetic Algorithm,39.6994,1-12-16-14-10-11-15-9-7-6-13-3-8-5-2-4-1,0,895.623,,
Genetic Algorithm,39.6938,1-3-12-6-14-9-8-15-2-4-5-11-10-7-16-13-1,0,932.023,,
Genetic Algorithm,22.5664,1-3-15-9-7-10-12-14-6-13-8-16-2-4-5-11-1,0,947.75,,
Genetic Algorithm,20.1665,1-11-8-2-4-5-14-6-9-10-12-3-16-13-15-7-1,0,956.645,,
Genetic Algorithm,37.0478,1-4-2-5-6-10-3-8-13-16-12-11-9-14-7-15-1,0,904.798,,
Genetic Algorithm,26.9219,1-12-3-13-7-6-16-10-9-17-4-2-5-15-8-11-14-1,0,1024.84,31.84504,1030.7013
Genetic Algorithm,31.9464,1-7-10-15-6-3-13-16-14-5-2-4-8-12-9-17-11-1,0,1037.04,,
Genetic Algorithm,34.9648,1-13-7-6-16-11-12-17-9-15-3-10-8-5-2-4-14-1,0,1071.63,,
Genetic Algorithm,23.0327,1-10-3-5-2-4-6-16-14-15-9-7-13-8-12-11-17-1,0,959.387,,
Genetic Algorithm,34.8198,1-12-17-14-13-2-4-5-15-8-7-9-10-16-11-6-3-1,0,1029.81,,
Genetic Algorithm,26.9219,1-8-10-16-14-17-3-9-5-4-2-12-6-7-15-13-11-1,0,1002.2,,
Genetic Algorithm,39.1336,1-11-9-8-16-5-2-4-14-17-6-15-12-13-3-7-10-1,0,1093.36,,
Genetic Algorithm,28.2409,1-9-11-12-10-16-14-13-17-15-3-6-8-7-5-2-4-1,0,992.198,,
Genetic Algorithm,35.4206,1-15-4-5-2-14-6-16-10-13-3-8-7-9-17-11-12-1,0,1191.75,,
Genetic Algorithm,26.4708,1-14-7-17-6-16-13-11-3-12-15-5-4-2-9-10-8-1,0,1027.69,,
Genetic Algorithm,33.9376,1-9-18-8-10-11-3-7-17-16-5-2-4-14-6-15-13-12-1,0,1153.65,52.40675,1111.766
Genetic Algorithm,27.9899,1-6-9-17-15-14-11-12-10-8-7-4-5-2-3-16-13-18-1,0,1152.07,,
Genetic Algorithm,57.9291,1-13-15-3-17-10-16-11-12-6-14-8-7-2-5-4-18-9-1,0,1195.2,,
Genetic Algorithm,86.9566,1-7-12-10-13-8-6-11-2-4-5-17-14-15-18-9-16-3-1,0,1069,,
Genetic Algorithm,107.181,1-13-6-9-18-3-4-2-5-10-15-12-11-17-7-16-8-14-1,0,1052.87,,
Genetic Algorithm,25.0097,1-6-12-3-17-4-5-2-8-10-9-13-15-18-11-16-7-14-1,0,1203.76,,
Genetic Algorithm,30.4685,1-3-6-8-15-9-14-17-13-16-10-7-5-4-2-11-18-12-1,0,1097.02,,
Genetic Algorithm,26.3508,1-6-5-4-2-16-18-17-8-11-14-10-12-13-7-3-9-15-1,0,1102.93,,
Genetic Algorithm,58.5985,1-3-16-10-11-8-14-15-12-9-7-18-13-4-2-5-17-6-1,0,1077.68,,
Genetic Algorithm,69.6458,1-18-10-3-6-12-14-8-13-7-11-15-9-17-16-5-4-2-1,0,1013.48,,
Genetic Algorithm,21.547,1-13-10-12-5-4-2-18-16-17-11-19-3-9-8-6-15-14-7-1,0,1032.48,23.09383,1101.3323
Genetic Algorithm,23.4687,1-18-19-6-11-9-14-3-16-2-4-5-15-12-13-10-17-7-8-1,0,1129.21,,
Genetic Algorithm,21.1597,1-18-7-16-6-5-12-15-8-13-10-14-9-11-19-4-2-17-3-1,0,1262.28,,
Genetic Algorithm,26.0004,1-11-3-4-5-2-15-6-10-14-19-7-13-8-12-18-9-17-16-1,0,1251.73,,
Genetic Algorithm,19.7746,1-13-7-11-14-8-12-3-10-6-15-19-9-18-4-2-5-17-16-1,0,1039.75,,
Genetic Algorithm,24.8257,1-3-19-13-9-18-14-7-16-17-8-11-6-12-15-10-5-2-4-1,0,1049.22,,
Genetic Algorithm,20.4301,1-8-15-12-18-3-13-5-2-4-11-16-10-7-17-6-19-14-9-1,0,1131.67,,
Genetic Algorithm,24.9206,1-11-18-5-4-2-9-3-14-12-17-8-10-16-6-13-15-7-19-1,0,1064.86,,
Genetic Algorithm,22.3903,1-3-19-10-9-12-15-14-6-11-13-4-2-5-18-17-8-16-7-1,0,975.013,,
