Tabu,11.5457,1-8-7-6-11-10-9-3-4-2-5-1,10890,761.364,
Tabu,24.4986,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,19.08357
Tabu,13.1622,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,16.3704,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,16.4359,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,21.9745,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,19.0637,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,19.6807,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,23.9382,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,17.5585,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,18.153,1-8-7-11-6-10-12-9-3-5-2-4-1,15840,764.037,
Tabu,21.5682,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,22.09489
Tabu,22.1833,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,40.3165,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,18.1059,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,23.1842,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,17.3794,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,23.3339,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,20.7155,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,16.1501,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,18.0119,1-5-4-2-3-11-7-6-10-13-8-12-9-1,22308,791.339,
Tabu,27.0332,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,27.81299
Tabu,23.1862,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,23.822,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,30.646,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,26.7882,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,32.0373,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,31.2599,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,29.2971,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,31.2458,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,22.8142,1-13-8-7-6-10-11-12-9-14-3-5-2-4-1,30576,820.917,
Tabu,43.6775,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,38.81283
Tabu,40.4598,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,39.801,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,43.1736,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,34.0062,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,38.6242,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,37.7958,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,41.2805,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
