Breadth First Search - Iterative,835,135,15,367,0.170881,7.016,-1
Breadth First Search - Iterative,1936,1236,15,363,0.168046,7.415,-1
Breadth First Search - Iterative,536,2337,38,1629,0.20068,18.137,-1
Breadth First Search - Iterative,1637,937,15,367,0.169973,6.613,-1
Breadth First Search - Iterative,237,2038,38,1337,0.1965,17.338,-1
Breadth First Search - Iterative,1338,638,15,366,0.170204,7.311,-1
Breadth First Search - Iterative,2439,1739,15,219,0.166409,5.17,-1
Breadth First Search - Iterative,1039,339,15,363,0.170671,7.172,-1
Breadth First Search - Iterative,2140,1440,15,322,0.168675,6.83,-1
Breadth First Search - Iterative,740,40,15,358,0.169209,6.693,-1
Breadth First Search - Iterative,1841,1141,15,351,0.169986,8.339,-1
Breadth First Search - Iterative,441,2242,38,1378,0.195137,21.318,-1
Breadth First Search - Iterative,1542,842,15,342,0.17275,6.573,-1
Breadth First Search - Recursive,86,1887,38,2500,0.223509,19.407,-1
Breadth First Search - Recursive,1187,487,15,2500,0.217062,6.965,-1
Breadth First Search - Recursive,2288,1588,15,2500,0.229006,4.516,-1
Breadth First Search - Recursive,888,188,15,2500,0.220401,8.198,-1
Breadth First Search - Recursive,1989,1289,15,2500,0.216208,6.127,-1
Breadth First Search - Recursive,589,2390,38,2500,0.217383,12.94,-1
Breadth First Search - Recursive,1690,990,15,2500,0.217779,6.988,-1
Breadth First Search - Recursive,290,2091,38,2500,0.219077,17.114,-1
Breadth First Search - Recursive,1391,691,15,2500,0.230533,7.463,-1
Breadth First Search - Recursive,2492,1792,15,182,0.165504,1.399,-1
Breadth First Search - Recursive,1092,392,15,2500,0.217038,6.791,-1
Breadth First Search - Recursive,2193,1493,15,2500,0.217961,4.349,-1
Breadth First Search - Recursive,793,93,15,2500,0.215825,5.917,-1
Breadth First Search - Recursive,1894,1194,15,2500,0.216628,6.738,-1
Breadth First Search - Recursive,494,2295,38,2500,0.223471,18.195,-1
Breadth First Search - Recursive,1595,895,15,2500,0.216868,8.17,-1
Breadth First Search - Recursive,195,1996,38,2500,0.216417,18.337,-1
Breadth First Search - Recursive,1296,596,15,2500,0.215911,4.59,-1
Breadth First Search - Recursive,2397,1697,15,2500,0.236198,2.087,-1
Breadth First Search - Recursive,997,297,15,2500,0.220852,8.91,-1
Breadth First Search - Recursive,2098,1398,15,2500,0.21762,nan,-1
Breadth First Search - Recursive,698,2499,38,2500,0.218355,12.357,-1
Breadth First Search - Recursive,1799,1099,15,2500,0.218581,5.95,-1
Breadth First Search - Recursive,399,2200,38,2500,0.217712,16.663,-1
Breadth First Search - Recursive,1500,800,15,2500,0.224737,7.324,-1
Breadth First Search - Recursive,100,1901,87,2500,0.218997,44.977,-1
Breadth First Search - Recursive,1201,501,15,2500,0.21917,6.06,-1
Breadth First Search - Recursive,2302,1602,15,2500,0.217886,3.188,-1
Breadth First Search - Recursive,902,202,15,2500,0.218789,7.244,-1
Breadth First Search - Recursive,2003,1303,15,2500,0.217618,5.159,-1
Breadth First Search - Recursive,603,2404,38,2500,0.218372,14.49,-1
Breadth First Search - Recursive,1704,1004,15,2500,0.218005,6.071,-1
Breadth First Search - Recursive,304,2105,38,2500,0.219273,18.699,-1
Breadth First Search - Recursive,1405,705,15,2500,0.227793,8.75,-1
Breadth First Search - Recursive,5,1806,38,2500,0.226396,17.921,-1
Breadth First Search - Recursive,1106,406,15,2500,0.217113,4.065,-1
Breadth First Search - Recursive,2207,1507,15,2500,0.217906,5.064,-1
Breadth First Search - Recursive,807,107,15,2500,0.216611,6.462,-1
Breadth First Search - Recursive,1908,1208,15,2500,0.218232,6.523,-1
Breadth First Search - Recursive,508,2309,38,2500,0.218266,16.086,-1
Breadth First Search - Recursive,1609,909,15,2500,0.216834,6.744,-1
Breadth First Search - Recursive,209,2010,38,2500,0.218638,18.802,-1
Breadth First Search - Recursive,1310,610,15,2500,0.222109,4.994,-1
Breadth First Search - Recursive,2411,1711,15,2500,0.216965,3.506,-1
Breadth First Search - Recursive,1011,311,15,2500,0.217169,7.416,-1
Breadth First Search - Recursive,2112,1412,15,2500,0.216437,5.761,-1
Breadth First Search - Recursive,712,12,15,2500,0.218102,4.285,-1
Breadth First Search - Recursive,1813,1113,15,2500,0.219701,7.494,-1
Breadth First Search - Recursive,413,2214,38,2500,0.218611,14.86,-1
Breadth First Search - Recursive,1514,814,15,2500,0.221445,8.665,-1
Breadth First Search - Recursive,114,1915,38,2500,0.219849,15.641,-1
Breadth First Search - Recursive,1215,515,15,2500,0.227197,6.564,-1
Breadth First Search - Recursive,2316,1616,15,2500,0.216827,4.199,-1
Breadth First Search - Recursive,916,216,15,2500,0.216315,6.741,-1
Breadth First Search - Recursive,2017,1317,15,2500,0.21903,7.147,-1
Breadth First Search - Recursive,617,2418,38,2500,0.219814,15.127,-1
Breadth First Search - Recursive,1718,1018,15,2500,0.217479,5.129,-1
Breadth First Search - Recursive,318,2119,38,2500,0.217806,16.857,-1
Breadth First Search - Recursive,1419,719,15,2500,0.216994,4.785,-1
Breadth First Search - Recursive,19,1820,38,2500,0.223384,18.824,-1
Breadth First Search - Recursive,1120,420,15,2500,0.216796,7.351,-1
Breadth First Search - Recursive,2221,1521,15,2500,0.216803,5.225,-1
Breadth First Search - Recursive,821,121,15,2500,0.217433,7.877,-1
Breadth First Search - Recursive,1922,1222,15,2500,0.219078,7.834,-1
Breadth First Search - Recursive,522,2323,38,2500,0.21887,15.826,-1
Breadth First Search - Recursive,1623,923,15,2500,0.217035,6.406,-1
Breadth First Search - Recursive,223,2024,38,2500,0.220885,20.568,-1
Breadth First Search - Recursive,1324,624,15,2500,0.219383,7.67,-1
Breadth First Search - Recursive,2425,1725,15,2500,0.217254,3.797,-1
Breadth First Search - Recursive,1025,325,15,2500,0.215414,5.304,-1
Breadth First Search - Recursive,2126,1426,15,2500,0.21857,6.911,-1
Breadth First Search - Recursive,726,26,15,2500,0.218582,6.546,-1
Breadth First Search - Recursive,1827,1127,15,2500,0.216894,6.696,-1
Breadth First Search - Recursive,427,2228,38,2500,0.217237,nan,-1
Breadth First Search - Recursive,1528,828,15,2500,0.216178,4.967,-1
Breadth First Search - Recursive,128,1929,38,2500,0.218419,18.637,-1
Breadth First Search - Recursive,1229,529,15,2500,0.217467,7.254,-1
Breadth First Search - Recursive,2330,1630,15,2500,0.217332,3.945,-1
Breadth First Search - Recursive,930,230,15,2500,0.218424,7.604,-1
Breadth First Search - Recursive,2031,1331,15,2500,0.218935,7.553,-1
Breadth First Search - Recursive,631,2432,38,2500,0.218443,14.576,-1
Breadth First Search - Recursive,1732,1032,15,2500,0.220741,7.763,-1
Breadth First Search - Recursive,332,2133,38,2500,0.217558,16.687,-1
Breadth First Search - Recursive,1433,733,15,2500,0.218236,7.573,-1
Breadth First Search - Recursive,33,1834,38,2500,0.223255,21.066,-1
Breadth First Search - Recursive,1134,434,15,2500,0.216374,6.942,-1
Breadth First Search - Recursive,2235,1535,15,2500,0.224777,2.839,-1
Breadth First Search - Recursive,835,135,15,2500,0.216202,7.016,-1
Breadth First Search - Recursive,1936,1236,15,2500,0.218216,7.415,-1
Breadth First Search - Recursive,536,2337,38,2500,0.223345,16.504,-1
Breadth First Search - Recursive,1637,937,15,2500,0.216038,6.613,-1
Breadth First Search - Recursive,237,2038,38,2500,0.217444,17.338,-1
Breadth First Search - Recursive,1338,638,15,2500,0.217002,7.311,-1
Breadth First Search - Recursive,2439,1739,15,2500,0.217345,2.391,-1
Breadth First Search - Recursive,1039,339,15,2500,0.217992,7.172,-1
Breadth First Search - Recursive,2140,1440,15,2500,0.217177,5.711,-1
Breadth First Search - Recursive,740,40,15,2500,0.221239,6.693,-1
Breadth First Search - Recursive,1841,1141,15,2500,0.226697,8.339,-1
Breadth First Search - Recursive,441,2242,38,2500,0.217801,19.753,-1
Breadth First Search - Recursive,1542,842,15,2500,0.217404,6.573,-1
Dijkstra,86,1887,46,8923,0.404667,12.85,-1
Dijkstra,1187,487,19,64374,1.909445,5.31,-1
Dijkstra,2288,1588,21,210755,6.000424,3.961,-1
Dijkstra,888,188,19,50714,1.541444,5.008,-1
