Depth First Search - Iterative,1607,907,15,15,0.162409,6.647000000,-1.000000000
Depth First Search - Iterative,207,2008,48,2415,0.212713,22.555000000,-1.000000000
Depth First Search - Recursive,1252,552,705,9872,0.233705,360.827000000,-1.000000000
Depth First Search - Recursive,2353,1653,707,14872,0.234607,-2708377201848404614113953049637580917750831895759663462300159411631796334074856489313978608229714492393386435353670182272458284328013207129179597099228987392.000000000,-1.000000000
Depth First Search - Recursive,953,253,707,19872,0.201309,359.094000000,-1.000000000
Depth First Search - Recursive,2054,1354,709,24872,0.219645,nan,-1.000000000
Depth First Search - Recursive,654,2455,1800,29872,0.220142,921.907000000,-1.000000000
Depth First Search - Recursive,1755,1055,711,34872,0.206717,345.233000000,-1.000000000
Depth First Search - Recursive,355,2156,1800,39872,0.222120,-1340780792994259709957402499820584612747936582059239337772356144372176403007354697680187429816690342769003185818648605085375388281194656994643364900608409600.000000000,-1.000000000
Depth First Search - Recursive,1456,756,713,44872,0.199726,360.550000000,-1.000000000
Depth First Search - Recursive,56,1857,1800,49872,0.241691,919.483000000,-1.000000000
Depth First Search - Recursive,1157,457,715,54872,0.205658,362.030000000,-1.000000000
Depth First Search - Recursive,2258,1558,717,59872,0.233191,5952285681045497084105899673300821514542447137547121970962669103765416562491513052357942904976707166064904669567325065937240912499527414529288351396168310845916308734660920720827942553552363129859752351979853874269456064489455616.000000000,-1.000000000
Depth First Search - Recursive,858,158,717,64872,0.205358,355.843000000,-1.000000000
Depth First Search - Recursive,1959,1259,719,69872,0.216143,3984551824094174690278229257590675132603054122126222873403246952145305296568278323852275935683795986677011924174972479714128458974712034629015969986597438884655910679861446390096480184476311458605076124551500718045943588767810644341974548626799096496128.000000000,-1.000000000
Depth First Search - Recursive,559,2360,1800,74872,0.217450,-2842455281147830585109693299619639379025625553965587396077395026069013974375591959081997351211383526670286753935535042780995823156132672828643933589289828352.000000000,-1.000000000
Depth First Search - Recursive,1660,960,721,79872,0.207716,353.819000000,-1.000000000
Depth First Search - Recursive,260,2061,1800,84872,0.236285,-750837244076785437576145399899527383138844485953174029152519440848418785684118630700904960697346591950641784058443218847810217437469007917000284344340709376.000000000,-1.000000000
Depth First Search - Recursive,1361,661,723,89872,0.203530,368.747000000,-1.000000000
Depth First Search - Recursive,2462,1762,701,94872,0.237280,-3244689519046108498096914049565814762850006528583359197409101869380666895277798368386053580156390629500987709681129624306608439640491069927036943059472351232.000000000,-1.000000000
Depth First Search - Recursive,1062,362,725,99872,0.204361,369.551000000,-1.000000000
Depth First Search - Recursive,2163,1463,727,104872,0.225932,3984552505828200828564107069941569897384535513039006938413503304909925276264085257530063223185998843369410577515277111489873066003141793597686175776129681071703340794541555235289171244107128462530936933403808792365204949832198747881292370775110791987200.000000000,-1.000000000
Depth First Search - Recursive,763,63,727,109872,0.212149,352.407000000,-1.000000000
Depth First Search - Recursive,1864,1164,729,114872,0.219724,344.862000000,-1.000000000
Depth First Search - Recursive,464,2265,1800,119872,0.217840,-2064802421211159953334399849723700303631822336371228580169428462333151660631326234427488641917703127864264906160718851831478097953039771771750781946936950784.000000000,-1.000000000
Depth First Search - Recursive,1565,865,731,124872,0.212724,365.539000000,-1.000000000
Depth First Search - Recursive,165,1966,1800,129872,0.244194,5952285681045497084105899673300821514542447137547121970962669103765416562491513052357942904976707166064904669567325065937240912499527414529288351396168310845916308734660920720827942553552363129859752351979853874269456064489455616.000000000,-1.000000000
Depth First Search - Recursive,1266,566,733,134872,0.204591,372.307000000,-1.000000000
Depth First Search - Recursive,2367,1667,735,139872,0.235924,-3056980208026912138702877699590932917065295407095065690120972009168562198856768710710827339982053981513327263666518819594655885281123817947786871973387173888.000000000,-1.000000000
Depth First Search - Recursive,967,267,735,144872,0.210512,374.323000000,-1.000000000
Depth First Search - Recursive,2068,1368,737,149872,0.240738,-643836117189217240791431724245688603069518887057611080867523700162043788522661423829139906602435945262044043533656032560257961437494524195805059368076967936.000000000,-1.000000000
Depth First Search - Recursive,668,2469,1800,154872,0.211666,-3244689519046108498096914049565814762850006528583359197409101869380666895277798368386053580156390629500987709681129624306608439640491069927036943059472351232.000000000,-1.000000000
Depth First Search - Recursive,1769,1069,739,159872,0.223345,359.758000000,-1.000000000
Depth First Search - Recursive,369,2170,1800,164872,0.325099,-643574780637265905589328604768238466175352451114697758637866395116718452496325556946358032954262549473609540628179865640126917139039160604577755621274681344.000000000,-1.000000000
Depth First Search - Recursive,1470,770,741,169872,0.215810,375.634000000,-1.000000000
Depth First Search - Recursive,70,1871,1800,174872,0.252604,921.203000000,-1.000000000
Depth First Search - Recursive,1171,471,743,179872,0.327607,378.181000000,-1.000000000
Depth First Search - Recursive,2272,1572,745,184872,0.891354,9823958314133492142404041954916075342166187502583267300020124980851813607105197379955045139390649445016309274376225267736922140017698807171767149175933489442750058820962109153502574895289342630676542239531344854266297743400158953511832889840649038200832.000000000,-1.000000000
Depth First Search - Recursive,872,172,745,189872,0.645869,370.859000000,-1.000000000
Depth First Search - Recursive,1973,1273,747,194872,0.910713,3984552505828200828564107069941569897384535513039006938413503304909925276264085257530063223185998843369410577515277111489873066003141793597686175776129681071703340794541555235289171244107128462530936933403808792365204949832198747881292370775110791987200.000000000,-1.000000000
Depth First Search - Recursive,573,2374,1800,199872,0.658604,923.903000000,-1.000000000
Depth First Search - Recursive,1674,974,749,204872,0.234403,367.914000000,-1.000000000
Depth First Search - Recursive,274,2075,1800,209872,0.378487,3984552505828200828564107069941569897384535513039006938413503304909925276264085257530063223185998843369410577515277111489873066003141793597686175776129681071703340794541555235289171244107128462530936933403808792365204949832198747881292370775110791987200.000000000,-1.000000000
Depth First Search - Recursive,1375,675,751,214872,0.214081,383.926000000,-1.000000000
Depth First Search - Recursive,2476,1776,701,219872,0.971324,15736073753226648049362249988914196601709331698293885327246321016079544865406904757435451854931148853475989456550014615819497723342749105288915263625080740717864660905864350284256343849172992.000000000,-1.000000000
Depth First Search - Recursive,1076,376,753,224872,0.322527,383.257000000,-1.000000000
Depth First Search - Recursive,2177,1477,755,229872,0.276940,-53631231719783344874212938827768083521857522810494018376232454883667477426034820553584434696462058340582412433602808719486564338032264457419169142130343936.000000000,-1.000000000
Depth First Search - Recursive,777,77,755,234872,0.264451,369.314000000,-1.000000000
Depth First Search - Recursive,1878,1178,757,239872,0.221639,356.814000000,-1.000000000
Depth First Search - Recursive,478,2279,1800,244872,0.326804,923.584000000,-1.000000000
Depth First Search - Recursive,1579,879,759,249872,0.329128,379.413000000,-1.000000000
Depth First Search - Recursive,179,1980,1800,254872,0.265799,911.811000000,-1.000000000
Depth First Search - Recursive,1280,580,761,259872,0.209318,387.730000000,-1.000000000
Depth First Search - Recursive,2381,1681,763,264872,0.295131,9823958314133492142404041954916075342166187502583267300020124980851813607105197379955045139390649445016309274376225267736922140017698807171767149175933489442750058820962109153502574895289342630676542239531344854266297743400158953511832889840649038200832.000000000,-1.000000000
Depth First Search - Recursive,981,281,763,269872,0.202763,388.015000000,-1.000000000
Depth First Search - Recursive,2082,1382,765,274872,0.250855,-53631231719782773264981313585049935036036637831312057573349886834750694133134498525067805100706421077502017507094417637895172478909419831935341147449196544.000000000,-1.000000000
Depth First Search - Recursive,682,2483,1800,279872,0.302865,nan,-1.000000000
Depth First Search - Recursive,1783,1083,767,284872,0.249186,373.576000000,-1.000000000
Depth First Search - Recursive,383,2184,1800,289872,0.260815,-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192.000000000,-1.000000000
Depth First Search - Recursive,1484,784,769,294872,0.245091,391.061000000,-1.000000000
Depth First Search - Recursive,84,1885,1800,299872,0.320717,921.285000000,-1.000000000
Depth First Search - Recursive,1185,485,771,304872,0.234680,392.850000000,-1.000000000
Depth First Search - Recursive,2286,1586,773,309872,0.231808,nan,-1.000000000
Depth First Search - Recursive,886,186,773,314872,0.225594,382.132000000,-1.000000000
Depth First Search - Recursive,1987,1287,775,319872,0.263675,nan,-1.000000000
Depth First Search - Recursive,587,2388,1800,324872,0.215008,nan,-1.000000000
Depth First Search - Recursive,1688,988,777,329872,0.221281,383.747000000,-1.000000000
Depth First Search - Recursive,288,2089,1800,334872,0.227227,914.839000000,-1.000000000
Depth First Search - Recursive,1389,689,779,339872,0.205853,398.472000000,-1.000000000
Depth First Search - Recursive,2490,1790,701,344872,0.251517,nan,-1.000000000
Depth First Search - Recursive,1090,390,781,349872,0.202205,396.723000000,-1.000000000
Depth First Search - Recursive,2191,1491,783,354872,0.255309,9823958314133492142404041954916075342166187502583267300020124980851813607105197379955045139390649445016309274376225267736922140017698807171767149175933489442750058820962109153502574895289342630676542239531344854266297743400158953511832889840649038200832.000000000,-1.000000000
Depth First Search - Recursive,791,91,783,359872,0.210665,384.156000000,-1.000000000
Depth First Search - Recursive,1892,1192,785,364872,0.244115,371.538000000,-1.000000000
Depth First Search - Recursive,492,2293,1800,369872,0.219273,916.807000000,-1.000000000
Depth First Search - Recursive,1593,893,787,374872,0.229565,393.592000000,-1.000000000
Depth First Search - Recursive,193,1994,1800,379872,0.239090,909.391000000,-1.000000000
Depth First Search - Recursive,1294,594,789,384872,0.262404,400.963000000,-1.000000000
Depth First Search - Recursive,2395,1695,791,389872,0.243931,5952285681045497084105899673300821514542447137547121970962669103765416562491513052357942904976707166064904669567325065937240912499527414529288351396168310845916308734660920720827942553552363129859752351979853874269456064489455616.000000000,-1.000000000
Depth First Search - Recursive,995,295,791,394872,0.263341,401.154000000,-1.000000000
Depth First Search - Recursive,2096,1396,793,399872,0.258141,-187709311019196359394036349974881845784711121488293507288129860212104696421029657675226240174336647987660446014610804711952554359367251979250071086085177344.000000000,-1.000000000
Depth First Search - Recursive,696,2497,1800,404872,0.214060,-992177786815752185368477849867232613433473070723837109951543546835410538225442476283338698064350853649062357505799967763177787328084046176036090026450223104.000000000,-1.000000000
Depth First Search - Recursive,1797,1097,795,409872,0.211269,386.447000000,-1.000000000
Depth First Search - Recursive,397,2198,1800,414872,0.231354,15736073753226648049362249988914196601709331698293885327246321016079544865406904757435451854931148853475989456550014615819497723342749105288915263625080740717864660905864350284256343849172992.000000000,-1.000000000
Depth First Search - Recursive,1498,798,797,419872,0.201293,406.657000000,-1.000000000
Depth First Search - Recursive,98,1899,1800,424872,0.237908,921.365000000,-1.000000000
Depth First Search - Recursive,1199,499,799,429872,0.207895,406.626000000,-1.000000000
Depth First Search - Recursive,2300,1600,701,434872,0.235744,15736073753226648049362249988914196601709331698293885327246321016079544865406904757435451854931148853475989456550014615819497723342749105288915263625080740717864660905864350284256343849172992.000000000,-1.000000000
Depth First Search - Recursive,900,200,701,439872,0.221163,347.870000000,-1.000000000
Depth First Search - Recursive,2001,1301,701,444872,0.244749,367.633000000,-1.000000000
Depth First Search - Recursive,601,2402,1802,449872,0.237482,-2922902128727486167707137449608874455790501748889141756343736394731344558556033240942808597000384947236426945084653959086118346453004352248322535483326332928.000000000,-1.000000000
Depth First Search - Recursive,1702,1002,705,454872,0.206921,362.501000000,-1.000000000
Depth First Search - Recursive,302,2103,1800,459872,0.242110,9823958314133492142404041954916075342166187502583267300020124980851813607105197379955045139390649445016309274376225267736922140017698807171767149175933489442750058820962109153502574895289342630676542239531344854266297743400158953511832889840649038200832.000000000,-1.000000000
Depth First Search - Recursive,1403,703,707,464872,0.203036,362.205000000,-1.000000000
Depth First Search - Recursive,3,1804,1800,469872,0.244161,879.844000000,-1.000000000
Depth First Search - Recursive,1104,404,709,474872,0.236506,354.660000000,-1.000000000
Depth First Search - Recursive,2205,1505,711,479872,0.382071,15736073753226648049362249988914196601709331698293885327246321016079544865406904757435451854931148853475989456550014615819497723342749105288915263625080740717864660905864350284256343849172992.000000000,-1.000000000
Depth First Search - Recursive,805,105,711,484872,0.246795,350.307000000,-1.000000000
Depth First Search - Recursive,1906,1206,713,489872,0.240629,366.710000000,-1.000000000
Depth First Search - Recursive,506,2307,1800,494872,0.325095,883.036000000,-1.000000000
Depth First Search - Recursive,1607,907,715,499872,0.328993,370.907000000,-1.000000000
Depth First Search - Recursive,207,2008,1800,504872,0.325636,-241340542738966747792332449967705230294628584770663080799024105986991752541323845582433737367004261698420573447356748915367569890615038259035805682109513728.000000000,-1.000000000
Breadth First Search - Iterative,1252,552,15,253,0.261997,6.553000000,-1.000000000
Breadth First Search - Iterative,2353,1653,15,179,0.185320,-80446847579655582597444149989235076764876194923554360266341368662330584180441281860811245789001420566140191149118916305122523296871679419678601894036504576.000000000,-1.000000000
Breadth First Search - Iterative,953,253,15,278,0.171543,7.889000000,-1.000000000
Breadth First Search - Iterative,2054,1354,15,268,0.165359,8.476000000,-1.000000000
Breadth First Search - Iterative,654,2455,38,1291,0.167749,-80446847579655582597444149989235076764876194923554360266341368662330584180441281860811245789001420566140191149118916305122523296871679419678601894036504576.000000000,-1.000000000
Breadth First Search - Iterative,1755,1055,15,322,0.164048,8.394000000,-1.000000000
Breadth First Search - Iterative,355,2156,38,1149,0.163609,18.990000000,-1.000000000
Breadth First Search - Iterative,1456,756,15,341,0.163643,6.312000000,-1.000000000
Breadth First Search - Iterative,56,1857,38,958,0.166896,19.514000000,-1.000000000
Breadth First Search - Iterative,1157,457,15,358,0.170155,5.027000000,-1.000000000
Breadth First Search - Iterative,2258,1558,15,276,0.168022,7.063000000,-1.000000000
Breadth First Search - Iterative,858,158,15,373,0.163307,6.897000000,-1.000000000
Breadth First Search - Iterative,1959,1259,15,370,0.163692,8.378000000,-1.000000000
Breadth First Search - Iterative,559,2360,38,1449,0.171615,20.201000000,-1.000000000
Breadth First Search - Iterative,1660,960,15,397,0.164485,6.908000000,-1.000000000
Breadth First Search - Iterative,260,2061,38,1258,0.171949,19.186000000,-1.000000000
Breadth First Search - Iterative,1361,661,15,406,0.164221,9.017000000,-1.000000000
