dynamic programming,2.30488,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.15072,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.36993,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.15838,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.52488,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.09904,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.08703,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.20133,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.28546,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.40509,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,4.23274,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,5.99621,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,4.73428,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,3.5904,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,5.81003,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,5.23478,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,5.1988,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,5.90137,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,3.68425,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,3.45239,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,2.83033,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.84598,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.15883,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.15165,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.23468,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.46837,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.26197,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.19816,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,1.99948,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.35014,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,5.64861,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,4.02716,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,4.3718,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,6.47557,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,3.4554,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,4.10596,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,4.32655,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,3.6692,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,3.96151,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,4.26522,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
dynamic programming,1.65134,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,1.74158,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.04292,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,1.95306,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,3.28456,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,3.01589,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.19178,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,2.05024,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,3.46972,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,3.00022,1-5-4-2-3-9-10-6-7-11-8-1,51110,735.362
dynamic programming,5.39498,1-8-11-7-6-9-10-12-3-2-4-5-1,123794,739.68
